scene,pair,mirror_side,episode,step,residual_linear,residual_angular,cmd_linear,cmd_angular,gate_active,min_lidar,robot_x,robot_y,robot_yaw_deg,obs_00,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15
mirror_pair02_positive,2,positive,2,13,0.9133986830711365,-0.9645236730575562,0.13566994667053223,-0.28935712575912476,1,0.31697922945022583,0.30723571192748006,-0.08120512061634257,325.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1030171662569046,0.09310750663280487,0.1166234016418457,1.0,0.9276065230369568,-0.969569742679596,0.16031940281391144,0.5907465219497681,0.8068572282791138,0.20116665959358215
mirror_pair02_positive,2,positive,2,14,0.9162498712539673,-0.9655763506889343,0.13581249117851257,-0.2896729111671448,1,0.300855427980423,0.3294753763275636,-0.09755433197727736,322.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10645521432161331,0.09056549519300461,0.10331781953573227,1.0,0.9109222292900085,-0.9636107683181763,0.15830251574516296,0.6532884836196899,0.7571091055870056,0.22661110758781433
mirror_pair02_positive,2,positive,2,15,0.9182753562927246,-0.9662872552871704,0.13591377437114716,-0.2898861765861511,1,0.2635800540447235,0.35081355505896095,-0.11517595205112795,319.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12132333219051361,0.08990300446748734,0.08595869690179825,1.0,0.9133986830711365,-0.9645236730575562,0.15640677511692047,0.6999126672744751,0.7142283916473389,0.24677777290344238
mirror_pair02_positive,2,positive,2,16,0.9177966713905334,-0.9629932641983032,0.13588984310626984,-0.2888979911804199,1,0.24343231320381165,0.367685939103055,-0.13074906900987354,316.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08360376209020615,0.07530858367681503,0.09969938546419144,0.9162498712539673,-0.9655763506889343,0.15462829172611237,0.7444280982017517,0.6677026152610779,0.2672777771949768
mirror_pair02_positive,2,positive,2,17,0.9205827713012695,-0.9640724062919617,0.13602913916110992,-0.28922173380851746,1,0.24343231320381165,0.3899961059270903,-0.1539445721823421,312.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09004639834165573,0.06955208629369736,0.08107344806194305,0.9182753562927246,-0.9662872552871704,0.15325844287872314,0.7849926948547363,0.6195050477981567,0.28733333945274353
mirror_pair02_positive,2,positive,2,18,0.9241681098937988,-0.9654836654663086,0.1362084150314331,-0.28964510560035706,1,0.25935229659080505,0.40793021366990523,-0.1750543262723669,309.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09463387727737427,0.07508014142513275,0.0764690563082695,0.9177966713905334,-0.9629932641983032,0.15151050686836243,0.8351359963417053,0.550043523311615,0.3146111071109772
mirror_pair02_positive,2,positive,2,19,0.9269296526908875,-0.966626763343811,0.1363464891910553,-0.28998804092407227,1,0.23757000267505646,0.42471888176912914,-0.19728674088416817,305.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11334393918514252,0.07757620513439178,0.07410065829753876,0.9205827713012695,-0.9640724062919617,0.15017147362232208,0.8700977563858032,0.4928792119026184,0.33594444394111633
mirror_pair02_positive,2,positive,2,20,0.9298880696296692,-0.971021294593811,0.13649441301822662,-0.29130640625953674,1,0.23757000267505646,0.44009422561463885,-0.22033766306534822,302.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07830562442541122,0.0678771436214447,0.9241681098937988,-0.9654836654663086,0.14898860454559326,0.9088724851608276,0.4170740842819214,0.363055557012558
mirror_pair02_positive,2,positive,3,1,0.8909202814102173,-0.9548892378807068,0.13454601168632507,-0.2864667773246765,1,0.6073286533355713,0.009419329594834717,0.0011023706640818024,7.0,1.0,1.0,1.0,1.0,0.18525217473506927,0.17815276980400085,1.0,1.0,1.0,1.0,0.0,0.0,0.18627160787582397,-0.05948060005903244,0.998229444026947,-0.01894444413483143
mirror_pair02_positive,2,positive,3,2,0.8905129432678223,-0.9545925259590149,0.13452565670013428,-0.28637775778770447,1,0.5924069285392761,0.0303180591717705,0.003920018475574778,8.0,1.0,1.0,1.0,1.0,0.1806327998638153,0.1735224723815918,1.0,1.0,1.0,1.0,0.0,0.0,0.18539056181907654,-0.07724107056856155,0.9970124363899231,-0.024611111730337143
mirror_pair02_positive,2,positive,3,3,0.9302151203155518,-0.9696884751319885,0.13651075959205627,-0.29090654850006104,1,0.5422489047050476,0.056883224448675565,0.007009881022513759,5.0,1.0,1.0,1.0,1.0,0.17312633991241455,0.16925911605358124,1.0,1.0,1.0,1.0,0.8909202814102173,-0.9548892378807068,0.18343643844127655,-0.09567201882600784,0.9954128861427307,-0.030500000342726707
mirror_pair02_positive,2,positive,3,4,0.9316679835319519,-0.9703503847122192,0.13658340275287628,-0.29110512137413025,1,0.5262631177902222,0.08468765148364864,0.0086042389978247,2.0,1.0,1.0,1.0,1.0,0.1711103767156601,0.15492825210094452,1.0,1.0,1.0,1.0,0.8905129432678223,-0.9545925259590149,0.18095466494560242,-0.044316843152046204,0.9990175366401672,-0.0141111109405756
mirror_pair02_positive,2,positive,3,5,0.9332900047302246,-0.9710713028907776,0.1366645097732544,-0.29132139682769775,1,0.47049471735954285,0.11242382887464424,0.008567060077078751,358.0,1.0,1.0,1.0,1.0,0.1696634441614151,0.15036089718341827,1.0,1.0,1.0,1.0,0.9302151203155518,-0.9696884751319885,0.17836374044418335,0.007853901013731956,0.9999691843986511,0.0024999999441206455
mirror_pair02_positive,2,positive,3,6,0.9449381232261658,-0.9759213328361511,0.13724690675735474,-0.2927764058113098,1,0.47049471735954285,0.1403074679239664,0.006949403113333774,355.0,1.0,1.0,1.0,1.0,0.17721037566661835,0.1344270557165146,0.16934733092784882,1.0,1.0,1.0,0.9316679835319519,-0.9703503847122192,0.17578570544719696,0.07811110466718674,0.9969446659088135,0.024888888001441956
mirror_pair02_positive,2,positive,3,7,0.9355854988098145,-0.9734082221984863,0.1367792785167694,-0.2920224666595459,1,0.4436369836330414,0.1680878928222089,0.0037245335990124338,352.0,1.0,1.0,1.0,1.0,1.0,0.13571076095104218,0.14390787482261658,1.0,1.0,1.0,0.9332900047302246,-0.9710713028907776,0.1732005476951599,0.1317373663187027,0.9912846684455872,0.04205555468797684
mirror_pair02_positive,2,positive,3,8,0.9373332262039185,-0.9741159677505493,0.13686665892601013,-0.2922348082065582,1,0.41225576400756836,0.19549433866008287,-0.0011301225705967637,348.0,1.0,1.0,1.0,1.0,1.0,0.12675341963768005,0.13176152110099792,1.0,1.0,1.0,0.9449381232261658,-0.9759213328361511,0.17063239216804504,0.18583811819553375,0.9825803637504578,0.05950000137090683
mirror_pair02_positive,2,positive,3,9,0.939363420009613,-0.9749574661254883,0.13696818053722382,-0.2924872636795044,1,0.36802396178245544,0.2225379834226557,-0.007573727053434369,345.0,1.0,1.0,1.0,1.0,1.0,0.11778736114501953,0.1198631003499031,1.0,1.0,1.0,0.9355854988098145,-0.9734082221984863,0.16810765862464905,0.25713279843330383,0.9663760662078857,0.08277777582406998
mirror_pair02_positive,2,positive,3,10,0.942441999912262,-0.973108172416687,0.13712210953235626,-0.29193246364593506,1,0.3480176329612732,0.24932374955123485,-0.015625798350391597,342.0,1.0,1.0,1.0,1.0,1.0,0.11802322417497635,0.10514970123767853,0.13796904683113098,1.0,1.0,0.9373332262039185,-0.9741159677505493,0.16562668979167938,0.3115057945251465,0.9502442479133606,0.10083333402872086
mirror_pair02_positive,2,positive,3,11,0.9439244866371155,-0.9737112522125244,0.13719622790813446,-0.29211339354515076,1,0.32414957880973816,0.27568211813519616,-0.025269161620909208,338.0,1.0,1.0,1.0,1.0,1.0,0.11847472190856934,0.09943360835313797,0.11827632039785385,1.0,1.0,0.939363420009613,-0.9749574661254883,0.16318194568157196,0.3660140037536621,0.9306093454360962,0.11927777528762817
mirror_pair02_positive,2,positive,3,12,0.9456495046615601,-0.9744446873664856,0.13728247582912445,-0.2923334240913391,1,0.2996840178966522,0.30100693071230744,-0.0362560843300826,335.0,1.0,1.0,1.0,1.0,1.0,0.1280628740787506,0.09261416643857956,0.09799225628376007,1.0,1.0,0.942441999912262,-0.973108172416687,0.16079165041446686,0.4358595311641693,0.9000146985054016,0.14355555176734924
mirror_pair02_positive,2,positive,3,13,0.9088667631149292,-0.9627508521080017,0.13544334471225739,-0.28882527351379395,1,0.29056301712989807,0.32562641933737174,-0.04875659330905217,331.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08562400192022324,0.09068629890680313,0.13710252940654755,1.0,0.9439244866371155,-0.9737112522125244,0.15851350128650665,0.48877352476119995,0.8724107146263123,0.16255556046962738
mirror_pair02_positive,2,positive,3,14,0.9113804697990417,-0.9636741876602173,0.1355690360069275,-0.2891022562980652,1,0.28175944089889526,0.3495367742005138,-0.06271772599045644,328.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08390695601701736,0.08301800489425659,0.10185550898313522,1.0,0.9456495046615601,-0.9744446873664856,0.15632134675979614,0.5555702447891235,0.8314695954322815,0.1875
mirror_pair02_positive,2,positive,3,15,0.9132250547409058,-0.9643921256065369,0.1356612592935562,-0.28931763768196106,1,0.2475147247314453,0.37251322511808643,-0.07796770389108419,325.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08468643575906754,0.0805026963353157,0.08272608369588852,1.0,0.9088667631149292,-0.9627508521080017,0.15421901643276215,0.6059883832931519,0.7954734563827515,0.20722222328186035
mirror_pair02_positive,2,positive,3,16,0.9157812595367432,-0.9652753472328186,0.13578906655311584,-0.28958261013031006,1,0.23173405230045319,0.39465161209636135,-0.0945303949165737,322.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08717495948076248,0.07071848958730698,0.0787975937128067,1.0,0.9113804697990417,-0.9636741876602173,0.15222997963428497,0.654872715473175,0.7557392120361328,0.22727777063846588
mirror_pair02_positive,2,positive,3,17,0.9275829792022705,-0.9677598476409912,0.1363791525363922,-0.2903279662132263,1,0.22200743854045868,0.4156989337615213,-0.11236007464464563,318.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09633596986532211,0.06620972603559494,0.06830640137195587,0.09086564928293228,0.9132250547409058,-0.9643921256065369,0.15034984052181244,0.7017801403999329,0.712393581867218,0.24761110544204712
mirror_pair02_positive,2,positive,3,18,0.9184805154800415,-0.9630752801895142,0.13592402637004852,-0.28892260789871216,1,0.22200743854045868,0.4356662210923883,-0.13142530254634957,315.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06709323823451996,0.06343069672584534,0.07424820959568024,0.9157812595367432,-0.9652753472328186,0.148606076836586,0.7580205202102661,0.6522307395935059,0.27383333444595337
mirror_pair02_positive,2,positive,3,19,0.9214497208595276,-0.964223325252533,0.13607248663902283,-0.28926700353622437,1,0.1975332796573639,0.4545624273298318,-0.151644138772789,311.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06907596439123154,0.06376735121011734,0.06380702555179596,0.9275829792022705,-0.9677598476409912,0.14700205624103546,0.7993701696395874,0.600838840007782,0.29483333230018616
mirror_pair02_negative,2,negative,1,1,0.8953997492790222,-0.9571671485900879,0.1347699910402298,-0.28715014457702637,1,0.5986357927322388,0.009453027945479173,-0.0011075247016034816,352.0,1.0,1.0,1.0,1.0,0.17757193744182587,0.18546700477600098,1.0,1.0,1.0,1.0,0.0,0.0,0.18628394603729248,0.05948060005903244,0.998229444026947,0.01894444413483143
mirror_pair02_negative,2,negative,1,2,0.8970548510551453,-0.9578881859779358,0.13485275208950043,-0.28736647963523865,1,0.5682759284973145,0.03469115011097665,-0.0054806455835368926,348.0,1.0,1.0,1.0,1.0,0.17103879153728485,0.1815117597579956,1.0,1.0,1.0,1.0,0.0,0.0,0.18538741767406464,0.09462957829236984,0.9955125451087952,0.030166666954755783
mirror_pair02_negative,2,negative,1,3,0.936687707901001,-0.9728269577026367,0.13683438301086426,-0.2918480932712555,1,0.5284877419471741,0.061498982986705475,-0.01200614719073256,345.0,1.0,1.0,1.0,1.0,0.1779933124780655,0.16236455738544464,1.0,1.0,1.0,1.0,0.8953997492790222,-0.9571671485900879,0.1830236315727234,0.16556400060653687,0.9861990213394165,0.05294444411993027
mirror_pair02_negative,2,negative,1,4,0.9382584691047668,-0.9734830260276794,0.13691292703151703,-0.29204490780830383,1,0.5146288871765137,0.08816660604439024,-0.020157260704414835,341.0,1.0,1.0,1.0,1.0,0.17650510370731354,0.15099649131298065,1.0,1.0,1.0,1.0,0.8970548510551453,-0.9578881859779358,0.18050622940063477,0.2195056676864624,0.9756112098693848,0.07044444233179092
mirror_pair02_negative,2,negative,1,5,0.9491534233093262,-0.9779355525970459,0.13745766878128052,-0.2933806777000427,1,0.4797349274158478,0.11451015000535557,-0.02993874836443389,338.0,1.0,1.0,1.0,1.0,0.18533241748809814,0.1470368206501007,0.1776745468378067,1.0,1.0,1.0,0.936687707901001,-0.9728269577026367,0.1779976487159729,0.2907021939754486,0.9568135738372803,0.09388888627290726
mirror_pair02_negative,2,negative,1,6,0.9411312937736511,-0.975807249546051,0.13705657422542572,-0.29274219274520874,1,0.4671967923641205,0.1400422167898639,-0.04114282712662466,335.0,1.0,1.0,1.0,1.0,1.0,0.13706712424755096,0.15766339004039764,1.0,1.0,1.0,0.9382584691047668,-0.9734830260276794,0.17551679909229279,0.3446429371833801,0.9387338757514954,0.1120000034570694
mirror_pair02_negative,2,negative,1,7,0.9428893327713013,-0.9764840602874756,0.13714447617530823,-0.2929452359676361,1,0.4294910132884979,0.16465712567540522,-0.05376407789091278,331.0,1.0,1.0,1.0,1.0,1.0,0.13348479568958282,0.13897670805454254,1.0,1.0,1.0,0.9491534233093262,-0.9779355525970459,0.17311179637908936,0.39842891693115234,0.9171991944313049,0.13044443726539612
mirror_pair02_negative,2,negative,1,8,0.9449267983436584,-0.9772747159004211,0.13724634051322937,-0.2931824326515198,1,0.40011733770370483,0.1887573656633432,-0.06801608039132144,328.0,1.0,1.0,1.0,1.0,1.0,0.1295425295829773,0.12271171808242798,1.0,1.0,1.0,0.9411312937736511,-0.975807249546051,0.17079496383666992,0.4673127233982086,0.8840920925140381,0.15477778017520905
mirror_pair02_negative,2,negative,1,9,0.9481353759765625,-0.9757571220397949,0.13740676641464233,-0.29272714257240295,1,0.3752790093421936,0.21192457866877856,-0.08362595867779883,324.0,1.0,1.0,1.0,1.0,1.0,0.12136872112751007,0.11431924253702164,0.15102733671665192,1.0,1.0,0.9428893327713013,-0.9764840602874756,0.16853152215480804,0.5193699598312378,0.8545494675636292,0.17383334040641785
mirror_pair02_negative,2,negative,1,10,0.9500063061714172,-0.9764841198921204,0.1375003159046173,-0.2929452359676361,1,0.3544621467590332,0.23421910637805668,-0.10057931622645794,321.0,1.0,1.0,1.0,1.0,1.0,0.12497185915708542,0.10722257196903229,0.12767477333545685,1.0,1.0,0.9449267983436584,-0.9772747159004211,0.166364386677742,0.5846745371818542,0.8112679719924927,0.19877777993679047
mirror_pair02_negative,2,negative,1,11,0.9512852430343628,-0.9769898056983948,0.1375642716884613,-0.29309695959091187,1,0.3289327323436737,0.25540615679681283,-0.11873995113638258,318.0,1.0,1.0,1.0,1.0,1.0,0.1357555091381073,0.10127490013837814,0.11114095896482468,1.0,1.0,0.9481353759765625,-0.9757571220397949,0.164291650056839,0.6337859630584717,0.7735084891319275,0.21850000321865082
mirror_pair02_negative,2,negative,1,12,0.9356644153594971,-0.9725902676582336,0.13678322732448578,-0.291777104139328,1,0.30510279536247253,0.2753496101191354,-0.1380860638624144,314.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09398078173398972,0.09653818607330322,1.0,1.0,0.9500063061714172,-0.9764841198921204,0.16233907639980316,0.6811043620109558,0.7321863770484924,0.23849999904632568
mirror_pair02_negative,2,negative,1,13,0.9218781590461731,-0.9675858020782471,0.13609391450881958,-0.2902757525444031,1,0.2787642478942871,0.294073581173015,-0.15846961165427054,311.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09116408973932266,0.08717222511768341,0.10888025909662247,1.0,0.9512852430343628,-0.9769898056983948,0.1605234444141388,0.7382199168205261,0.6745601296424866,0.2643333375453949
mirror_pair02_negative,2,negative,1,14,0.9239615797996521,-0.9682900309562683,0.13619808852672577,-0.29048702120780945,1,0.26071465015411377,0.31167120916310387,-0.17999747802131105,308.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09377701580524445,0.07964693009853363,0.09669101238250732,1.0,0.9356644153594971,-0.9725902676582336,0.15884636342525482,0.7803212404251099,0.6253788471221924,0.28494444489479065
mirror_pair02_negative,2,negative,1,15,0.9258701205253601,-0.9689293503761292,0.13629351556301117,-0.29067882895469666,1,0.2577192783355713,0.3280120703408362,-0.20255720799424104,304.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09386973828077316,0.07448989897966385,0.07782008498907089,1.0,0.9218781590461731,-0.9675858020782471,0.1573038250207901,0.8195523023605347,0.573004424571991,0.30577778816223145
mirror_pair02_negative,2,negative,1,16,0.9369718432426453,-0.9713791012763977,0.1368485987186432,-0.2914137542247772,1,0.22331157326698303,0.3428585228714636,-0.2257756777472221,301.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11010973155498505,0.0736340805888176,0.07427824288606644,0.09228050708770752,0.9239615797996521,-0.9682900309562683,0.15591204166412354,0.8646257519721985,0.5024164319038391,0.3324444591999054
mirror_pair02_negative,2,negative,1,17,0.9288204908370972,-0.9671940207481384,0.13644102215766907,-0.290158212184906,1,0.21830302476882935,0.3564292261828975,-0.25001701369619517,298.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07202645391225815,0.0638033077120781,0.08149008452892303,0.9258701205253601,-0.9689293503761292,0.15469475090503693,0.896254301071167,0.4435405433177948,0.3537222146987915
mirror_pair02_negative,2,negative,1,18,0.9315237998962402,-0.9681875705718994,0.13657619059085846,-0.29045629501342773,1,0.2170034646987915,0.36860420121736936,-0.2751219589244756,294.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07438678294420242,0.06795470416545868,0.06237229332327843,0.9369718432426453,-0.9713791012763977,0.15363796055316925,0.9242131114006042,0.38187703490257263,0.3752777874469757
mirror_pair02_negative,2,negative,1,19,0.9341719150543213,-0.9692145586013794,0.046708595007658005,-0.29076439142227173,1,0.19644388556480408,0.3770271245236907,-0.29629820131841217,287.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08117629587650299,0.06200098991394043,0.06578918546438217,0.9288204908370972,-0.9671940207481384,0.15275569260120392,0.9535067677497864,0.3013715445995331,0.40255555510520935
mirror_pair02_negative,2,negative,2,1,0.8961507081985474,-0.9575121998786926,0.1348075419664383,-0.2872536778450012,1,0.6222661733627319,0.006274654677635302,-0.0006854682076786934,354.0,1.0,1.0,1.0,1.0,0.1777903288602829,0.18357540667057037,1.0,1.0,1.0,1.0,0.0,0.0,0.18618956208229065,0.07689304649829865,0.9970393180847168,0.02449999935925007
mirror_pair02_negative,2,negative,2,2,0.8954110145568848,-0.9571651816368103,0.13477055728435516,-0.287149578332901,1,0.5793426632881165,0.02699036678900541,-0.0033778451752489135,350.0,1.0,1.0,1.0,1.0,0.1780046671628952,0.1845790296792984,1.0,1.0,1.0,1.0,0.0,0.0,0.18568459153175354,0.05965482071042061,0.9982190728187561,0.01899999938905239
mirror_pair02_negative,2,negative,2,3,0.9358227849006653,-0.9724259972572327,0.1367911398410797,-0.29172781109809875,1,0.5412477850914001,0.053723133836222826,-0.008996769017468086,346.0,1.0,1.0,1.0,1.0,0.17167484760284424,0.16552647948265076,1.0,1.0,1.0,1.0,0.8961507081985474,-0.9575121998786926,0.18374796211719513,0.1300070583820343,0.9915130734443665,0.04149999842047691
mirror_pair02_negative,2,negative,2,4,0.9377353191375732,-0.9732627868652344,0.13688677549362183,-0.2919788360595703,1,0.5069133639335632,0.08056558503671893,-0.016326415764492282,343.0,1.0,1.0,1.0,1.0,0.17532595992088318,0.1546422243118286,1.0,1.0,1.0,1.0,0.8954110145568848,-0.9571651816368103,0.18124058842658997,0.2012488842010498,0.9795401692390442,0.06449999660253525
mirror_pair02_negative,2,negative,2,5,0.9483031034469604,-0.9775516390800476,0.13741515576839447,-0.2932654917240143,1,0.4977017641067505,0.10708067284442174,-0.025240877080287577,340.0,1.0,1.0,1.0,1.0,0.1765691339969635,0.14483238756656647,0.20125842094421387,1.0,1.0,1.0,0.9358227849006653,-0.9724259972572327,0.17871777713298798,0.25527700781822205,0.966867983341217,0.08216666430234909
mirror_pair02_negative,2,negative,2,6,0.9496803283691406,-0.9781498312950134,0.13748401403427124,-0.293444961309433,1,0.4497824013233185,0.13314758942815658,-0.03573242038796734,336.0,1.0,1.0,1.0,1.0,0.19207902252674103,0.1422004997730255,0.1616218239068985,1.0,1.0,1.0,0.9377353191375732,-0.9732627868652344,0.17622219026088715,0.3095149099826813,0.9508945941925049,0.10016666352748871
mirror_pair02_negative,2,negative,2,7,0.9424712657928467,-0.9763022065162659,0.13712356984615326,-0.29289066791534424,1,0.4497824013233185,0.1581389526414668,-0.047604910213306637,333.0,1.0,1.0,1.0,1.0,1.0,0.1285092532634735,0.13795366883277893,1.0,1.0,1.0,0.9483031034469604,-0.9775516390800476,0.1737670600414276,0.3797791004180908,0.9250771999359131,0.12399999797344208
mirror_pair02_negative,2,negative,2,8,0.9439210891723633,-0.9768825769424438,0.13719606399536133,-0.29306477308273315,1,0.40999698638916016,0.1825571593679596,-0.061027927950033235,329.0,1.0,1.0,1.0,1.0,1.0,0.1315421462059021,0.13195165991783142,1.0,1.0,1.0,0.9496803283691406,-0.9781498312950134,0.17141364514827728,0.43318721652030945,0.9013039469718933,0.14261111617088318
mirror_pair02_negative,2,negative,2,9,0.9459014534950256,-0.9776477217674255,0.13729508221149445,-0.29329434037208557,1,0.3846590518951416,0.2062791030162664,-0.07594323038620758,326.0,1.0,1.0,1.0,1.0,1.0,0.1300523281097412,0.11714199930429459,1.0,1.0,1.0,0.9424712657928467,-0.9763022065162659,0.16911761462688446,0.5010576844215393,0.8654139041900635,0.16705556213855743
mirror_pair02_negative,2,negative,2,10,0.9491132497787476,-0.976121723651886,0.13745567202568054,-0.2928365170955658,1,0.3553991913795471,0.2291090131475718,-0.09224683315378827,323.0,1.0,1.0,1.0,1.0,1.0,0.12089812010526657,0.10990258306264877,0.13629578053951263,1.0,1.0,0.9439210891723633,-0.9768825769424438,0.166893869638443,0.5525190234184265,0.8335002660751343,0.1863333284854889
mirror_pair02_negative,2,negative,2,11,0.9505344033241272,-0.9766620397567749,0.1375267207622528,-0.29299861192703247,1,0.32913321256637573,0.25075805002602103,-0.10966348282422125,319.0,1.0,1.0,1.0,1.0,1.0,0.12674902379512787,0.101542629301548,0.11446071416139603,1.0,1.0,0.9459014534950256,-0.9776477217674255,0.1647644340991974,0.6026510000228882,0.7980048656463623,0.20588888227939606
mirror_pair02_negative,2,negative,2,12,0.9522567391395569,-0.9773481488227844,0.13761284947395325,-0.2932044565677643,1,0.31919151544570923,0.2714404407202277,-0.1284885125493135,316.0,1.0,1.0,1.0,1.0,1.0,0.13532383739948273,0.09403806179761887,0.0981677994132042,1.0,1.0,0.9491132497787476,-0.976121723651886,0.16275998950004578,0.6643176674842834,0.7474503517150879,0.23127777874469757
mirror_pair02_negative,2,negative,2,13,0.9206511974334717,-0.9671708941459656,0.1360325664281845,-0.2901512682437897,1,0.2743712067604065,0.29086848422841577,-0.14840563656742686,313.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09170901030302048,0.09119757264852524,0.1257333755493164,1.0,0.9505344033241272,-0.9766620397567749,0.16086487472057343,0.7103082537651062,0.7038907408714294,0.2514444589614868
mirror_pair02_negative,2,negative,2,14,0.9225045442581177,-0.967755138874054,0.13612523674964905,-0.2903265655040741,1,0.26264265179634094,0.30899164316846656,-0.1692483878520548,309.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09067956358194351,0.07839177548885345,0.09713590890169144,1.0,0.9522567391395569,-0.9773481488227844,0.15910981595516205,0.7540221214294434,0.6568490266799927,0.2718888819217682
mirror_pair02_negative,2,negative,2,15,0.9251813888549805,-0.9687004685401917,0.1362590789794922,-0.2906101644039154,1,0.2567625939846039,0.326004842221775,-0.19122008177993421,306.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0900992676615715,0.07504075765609741,0.08559300005435944,1.0,0.9206511974334717,-0.9671708941459656,0.15750302374362946,0.805618166923523,0.5924350619316101,0.2981666624546051
mirror_pair02_negative,2,negative,2,16,0.9357243180274963,-0.9709742665290833,0.13678622245788574,-0.291292279958725,1,0.23622508347034454,0.3416571404929932,-0.2141315837912189,303.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09252973645925522,0.07336074113845825,0.07926657050848007,0.11457093805074692,0.9225045442581177,-0.967755138874054,0.15603139996528625,0.8429222702980042,0.5380353927612305,0.3191666603088379
mirror_pair02_negative,2,negative,2,17,0.927323579788208,-0.9666135907173157,0.13636618852615356,-0.2899840772151947,1,0.2229408323764801,0.3558685668190695,-0.2378433348529262,299.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06749287992715836,0.07012694329023361,0.0862361416220665,0.9251813888549805,-0.9687004685401917,0.15472176671028137,0.8768945932388306,0.48068270087242126,0.3403888940811157
mirror_pair02_negative,2,negative,2,18,0.9305023550987244,-0.9677806496620178,0.13652512431144714,-0.29033419489860535,1,0.2229408323764801,0.36876291026943836,-0.2624505051872576,296.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0689927488565445,0.06369738280773163,0.06666586548089981,0.9357243180274963,-0.9709742665290833,0.1535845696926117,0.9143953323364258,0.404822438955307,0.367333322763443
mirror_pair02_negative,2,negative,2,19,0.9327815771102905,-0.9686497449874878,0.046639081090688705,-0.2905949354171753,1,0.22654253244400024,0.3761516036581017,-0.278429961040237,293.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07101871073246002,0.06472643464803696,0.06485535204410553,0.927323579788208,-0.9666135907173157,0.1526128500699997,0.9398119449615479,0.34169211983680725,0.3889999985694885
mirror_pair02_negative,2,negative,2,20,0.9348784685134888,-0.9694835543632507,0.04674392566084862,-0.2908450663089752,1,0.18620549142360687,0.3797820158159169,-0.2877401086659854,290.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08272208273410797,0.06481759995222092,0.06564120948314667,0.9305023550987244,-0.9677806496620178,0.1520930677652359,0.9593632221221924,0.2821740210056305,0.4089444577693939
mirror_pair02_negative,2,negative,3,1,0.8953670263290405,-0.9571605920791626,0.13476835191249847,-0.2871481776237488,1,0.6031316518783569,0.0035888550105810427,-0.0003308378067717399,355.0,1.0,1.0,1.0,1.0,0.17787572741508484,0.1862674504518509,1.0,1.0,1.0,1.0,0.0,0.0,0.1863623559474945,0.05948060005903244,0.998229444026947,0.01894444413483143
mirror_pair02_negative,2,negative,3,2,0.8946683406829834,-0.956824004650116,0.1347334235906601,-0.28704720735549927,1,0.576910674571991,0.01989885153979011,-0.0015366984626905863,354.0,1.0,1.0,1.0,1.0,0.1723233312368393,0.18985943496227264,1.0,1.0,1.0,1.0,0.0,0.0,0.18593572080135345,0.04222441092133522,0.9991081357002258,0.013444444164633751
mirror_pair02_negative,2,negative,3,3,0.9334482550621033,-0.9713535904884338,0.13667242228984833,-0.2914060950279236,1,0.576910674571991,0.042165128432858634,-0.004355736671108034,351.0,1.0,1.0,1.0,1.0,0.16483162343502045,0.18114593625068665,1.0,1.0,1.0,1.0,0.8953670263290405,-0.9571605920791626,0.1847497522830963,0.042398788034915924,0.9991007447242737,0.013500000350177288
